tu,close,timestamp,volume,high,low,open,datetime
305573169757.7,29.95,1734393600000,10167558550,31.0,29.6,30.3,2024-12-17
162878601478.4,30.8,1734480000000,5291772716,33.0,29.95,29.95,2024-12-18
219440060221.15,30.8,1734566400000,7191207544,31.1,26.2,30.75,2024-12-19
179614140132.2,31.65,1734652800000,5672257217,32.15,30.25,30.25,2024-12-20
100500446159.95,31.6,1734912000000,3165038053,32.25,31.5,31.75,2024-12-23
938844657263.8,34.15,1735257600000,27548545914,34.95,32.75,33.0,2024-12-27
414988398079.8,34.45,1735516800000,12148717727,34.95,31.8,34.0,2024-12-30
64692694872.75,34.5,1735603200000,1881052268,34.8,34.0,34.15,2024-12-31
402720011772.9,34.0,1735776000000,11829984178,34.75,33.4,33.5,2025-01-02
997908918448.2,36.25,1735862400000,27769284614,36.45,34.0,34.5,2025-01-03
418402336968.65,36.3,1736121600000,11502103041,36.85,30.85,35.05,2025-01-06
1540803674188.2,34.15,1736208000000,45035240903,36.3,32.9,34.0,2025-01-07
734405298582.85,32.8,1736294400000,22360089304,37.75,32.2,37.75,2025-01-08
398121897575.35,33.75,1736380800000,11871971309,34.3,32.5,32.9,2025-01-09
264111335677.75,33.55,1736467200000,7833932103,34.5,33.1,34.0,2025-01-10
418310642210.45,32.8,1736726400000,12768313397,34.05,32.3,33.2,2025-01-13
289507281140.25,33.75,1736812800000,8619898677,34.15,32.1,32.8,2025-01-14
257649896479.9,33.6,1736899200000,7777674782,34.0,28.7,28.7,2025-01-15
386478294395.65,34.35,1736985600000,11296514718,35.25,33.55,33.6,2025-01-16
320913807233.65,34.95,1737072000000,9265557527,35.0,32.65,34.35,2025-01-17
684947371248.95,34.7,1737331200000,19631908984,35.8,34.3,34.95,2025-01-20
459934495264.5,35.9,1737417600000,12885059066,36.05,34.75,35.0,2025-01-21
364976561369.3,35.3,1737504000000,10249556810,36.5,35.1,36.5,2025-01-22
486667930407.8,34.5,1737590400000,13969651848,36.5,34.25,36.5,2025-01-23
1019549773171.4,36.85,1737676800000,27845603201,37.3,34.5,35.6,2025-01-24
1076548090529.75,37.1,1737936000000,28813171650,38.0,36.1,36.85,2025-01-27
271135742897.4,38.3,1738022400000,7084592629,39.0,37.1,37.1,2025-01-28
672060820323.8,37.95,1738540800000,17499765919,44.0,37.2,44.0,2025-02-03
539772632311.65,39.55,1738627200000,13756166328,40.1,37.95,37.95,2025-02-04
680932302701.55,39.65,1738713600000,17203093940,40.1,38.7,39.8,2025-02-05
662526918149.05,40.55,1738800000000,16454589644,40.7,39.4,39.95,2025-02-06
1302472004604.05,42.45,1738886400000,30911463027,43.05,40.0,40.4,2025-02-07
611817711357.15,43.75,1739145600000,14082903215,43.95,42.15,42.9,2025-02-10
893522540729.6,42.55,1739232000000,20831500776,45.9,42.3,43.75,2025-02-11
709692972187.15,44.1,1739318400000,16128128403,45.5,42.6,42.6,2025-02-12
2109526219523.55,41.65,1739404800000,49723262753,45.2,41.2,43.5,2025-02-13
1840388239443.35,44.7,1739491200000,42047177769,44.95,40.75,42.0,2025-02-14
1326041840291.25,45.15,1739750400000,29713846093,46.0,43.55,46.0,2025-02-17
2412803915368.55,48.4,1739836800000,51008234881,49.0,43.5,45.5,2025-02-18
867285529572.9,49.45,1739923200000,17679577628,53.2,47.0,53.2,2025-02-19
1632805260595.55,49.15,1740009600000,33103856938,50.9,48.0,50.0,2025-02-20
1540182519348.05,51.7,1740096000000,29970208911,51.95,49.7,51.8,2025-02-21
888328636670.0,51.6,1740355200000,17203054352,52.35,51.0,51.7,2025-02-24
2439673604207.1,53.2,1740441600000,46092701209,53.9,49.0,51.0,2025-02-25
2997114530558.05,56.3,1740528000000,53602617459,56.9,52.15,52.15,2025-02-26
7492104120934.75,53.1,1740614400000,140048433190,58.7,51.4,56.8,2025-02-27
5648283512420.75,51.85,1740700800000,107728029227,58.2,50.65,54.3,2025-02-28
3271048939008.8,50.95,1740960000000,64144337727,54.2,49.55,52.0,2025-03-03
3050219184507.35,50.55,1741046400000,60472342691,52.6,48.5,50.95,2025-03-04
1688124679680.65,54.2,1741132800000,31785312972,54.5,51.3,53.0,2025-03-05
2477130200649.15,54.9,1741219200000,45188012278,56.3,53.85,55.4,2025-03-06
2267382146736.0,54.35,1741305600000,41790673859,63.1,53.0,63.1,2025-03-07
1527325043727.2,52.85,1741564800000,28842258390,55.2,50.55,54.0,2025-03-10
1170602695494.85,53.9,1741651200000,22124753308,54.15,44.95,48.0,2025-03-11
2060619811348.65,52.05,1741737600000,39225984985,55.1,50.0,54.1,2025-03-12
1429125105456.35,52.85,1741824000000,27235665189,55.0,50.0,53.5,2025-03-13
1310584800381.5,53.85,1741910400000,24631847433,54.6,47.6,52.85,2025-03-14
777528189223.9,55.8,1742169600000,14073780450,59.15,53.3,56.0,2025-03-17
2286409430080.1,57.65,1742256000000,40071085193,57.95,56.1,56.55,2025-03-18
2447077850961.85,58.2,1742342400000,42109368012,59.45,51.9,58.0,2025-03-19
10641786341.743,28.4,1732492800000,375958746,29.3,27.0,29.069,2024-11-25
455597169552.15,27.2,1732579200000,16633827477,28.7,26.9,28.4,2024-11-26
347969724384.85,28.3,1732665600000,12570062916,28.4,26.2,26.2,2024-11-27
351580437188.55,27.85,1732752000000,12593623929,28.6,27.2,28.1,2024-11-28
224044609629.6,27.75,1732838400000,8084919911,28.25,27.25,27.85,2024-11-29
293922286773.25,28.55,1733097600000,10332295482,29.0,27.5,27.75,2024-12-02
297904808073.9,29.1,1733184000000,10247983821,29.45,28.55,28.8,2024-12-03
198762676462.45,29.1,1733270400000,6818317702,29.8,28.8,29.5,2024-12-04
1549993787700.95,29.45,1733356800000,52762079651,29.6,27.4,28.45,2024-12-05
243871910655.3,29.9,1733443200000,8254995179,30.0,28.7,29.45,2024-12-06
565549575214.0,30.95,1733702400000,18649275693,31.0,29.0,29.0,2024-12-09
632159616374.95,30.95,1733788800000,20238483720,32.2,30.7,32.0,2024-12-10
281605107532.2,30.45,1733875200000,9227766210,32.45,30.2,32.45,2024-12-11
435381085633.6,31.6,1733961600000,13864025227,31.8,27.9,30.45,2024-12-12
408422157617.0,31.35,1734048000000,12949206991,32.15,31.05,31.95,2024-12-13
316670136615.1,30.35,1734307200000,10299859575,33.0,30.05,33.0,2024-12-16
305573169757.7,29.95,1734393600000,10167558550,31.0,29.6,30.3,2024-12-17
162878601478.4,30.8,1734480000000,5291772716,33.0,29.95,29.95,2024-12-18
219440060221.15,30.8,1734566400000,7191207544,31.1,26.2,30.75,2024-12-19
179614140132.2,31.65,1734652800000,5672257217,32.15,30.25,30.25,2024-12-20
100500446159.95,31.6,1734912000000,3165038053,32.25,31.5,31.75,2024-12-23
938844657263.8,34.15,1735257600000,27548545914,34.95,32.75,33.0,2024-12-27
414988398079.8,34.45,1735516800000,12148717727,34.95,31.8,34.0,2024-12-30
64692694872.75,34.5,1735603200000,1881052268,34.8,34.0,34.15,2024-12-31
402720011772.9,34.0,1735776000000,11829984178,34.75,33.4,33.5,2025-01-02
997908918448.2,36.25,1735862400000,27769284614,36.45,34.0,34.5,2025-01-03
418402336968.65,36.3,1736121600000,11502103041,36.85,30.85,35.05,2025-01-06
1540803674188.2,34.15,1736208000000,45035240903,36.3,32.9,34.0,2025-01-07
734405298582.85,32.8,1736294400000,22360089304,37.75,32.2,37.75,2025-01-08
398121897575.35,33.75,1736380800000,11871971309,34.3,32.5,32.9,2025-01-09
264111335677.75,33.55,1736467200000,7833932103,34.5,33.1,34.0,2025-01-10
418310642210.45,32.8,1736726400000,12768313397,34.05,32.3,33.2,2025-01-13
289507281140.25,33.75,1736812800000,8619898677,34.15,32.1,32.8,2025-01-14
257649896479.9,33.6,1736899200000,7777674782,34.0,28.7,28.7,2025-01-15
386478294395.65,34.35,1736985600000,11296514718,35.25,33.55,33.6,2025-01-16
320913807233.65,34.95,1737072000000,9265557527,35.0,32.65,34.35,2025-01-17
684947371248.95,34.7,1737331200000,19631908984,35.8,34.3,34.95,2025-01-20
459934495264.5,35.9,1737417600000,12885059066,36.05,34.75,35.0,2025-01-21
364976561369.3,35.3,1737504000000,10249556810,36.5,35.1,36.5,2025-01-22
486667930407.8,34.5,1737590400000,13969651848,36.5,34.25,36.5,2025-01-23
1019549773171.4,36.85,1737676800000,27845603201,37.3,34.5,35.6,2025-01-24
1076548090529.75,37.1,1737936000000,28813171650,38.0,36.1,36.85,2025-01-27
271135742897.4,38.3,1738022400000,7084592629,39.0,37.1,37.1,2025-01-28
672060820323.8,37.95,1738540800000,17499765919,44.0,37.2,44.0,2025-02-03
539772632311.65,39.55,1738627200000,13756166328,40.1,37.95,37.95,2025-02-04
680932302701.55,39.65,1738713600000,17203093940,40.1,38.7,39.8,2025-02-05
662526918149.05,40.55,1738800000000,16454589644,40.7,39.4,39.95,2025-02-06
1302472004604.05,42.45,1738886400000,30911463027,43.05,40.0,40.4,2025-02-07
611817711357.15,43.75,1739145600000,14082903215,43.95,42.15,42.9,2025-02-10
893522540729.6,42.55,1739232000000,20831500776,45.9,42.3,43.75,2025-02-11
709692972187.15,44.1,1739318400000,16128128403,45.5,42.6,42.6,2025-02-12
2109526219523.55,41.65,1739404800000,49723262753,45.2,41.2,43.5,2025-02-13
1840388239443.35,44.7,1739491200000,42047177769,44.95,40.75,42.0,2025-02-14
1326041840291.25,45.15,1739750400000,29713846093,46.0,43.55,46.0,2025-02-17
2412803915368.55,48.4,1739836800000,51008234881,49.0,43.5,45.5,2025-02-18
867285529572.9,49.45,1739923200000,17679577628,53.2,47.0,53.2,2025-02-19
1632805260595.55,49.15,1740009600000,33103856938,50.9,48.0,50.0,2025-02-20
1540182519348.05,51.7,1740096000000,29970208911,51.95,49.7,51.8,2025-02-21
888328636670.0,51.6,1740355200000,17203054352,52.35,51.0,51.7,2025-02-24
2439673604207.1,53.2,1740441600000,46092701209,53.9,49.0,51.0,2025-02-25
2997114530558.05,56.3,1740528000000,53602617459,56.9,52.15,52.15,2025-02-26
7492104120934.75,53.1,1740614400000,140048433190,58.7,51.4,56.8,2025-02-27
5648283512420.75,51.85,1740700800000,107728029227,58.2,50.65,54.3,2025-02-28
3271048939008.8,50.95,1740960000000,64144337727,54.2,49.55,52.0,2025-03-03
3050219184507.35,50.55,1741046400000,60472342691,52.6,48.5,50.95,2025-03-04
1688124679680.65,54.2,1741132800000,31785312972,54.5,51.3,53.0,2025-03-05
2477130200649.15,54.9,1741219200000,45188012278,56.3,53.85,55.4,2025-03-06
2267382146736.0,54.35,1741305600000,41790673859,63.1,53.0,63.1,2025-03-07
1527325043727.2,52.85,1741564800000,28842258390,55.2,50.55,54.0,2025-03-10
1170602695494.85,53.9,1741651200000,22124753308,54.15,44.95,48.0,2025-03-11
2060619811348.65,52.05,1741737600000,39225984985,55.1,50.0,54.1,2025-03-12
1429125105456.35,52.85,1741824000000,27235665189,55.0,50.0,53.5,2025-03-13
1310584800381.5,53.85,1741910400000,24631847433,54.6,47.6,52.85,2025-03-14
777528189223.9,55.8,1742169600000,14073780450,59.15,53.3,56.0,2025-03-17
10641786341.743,28.4,1732492800000,375958746,29.3,27.0,29.069,2024-11-25
455597169552.15,27.2,1732579200000,16633827477,28.7,26.9,28.4,2024-11-26
347969724384.85,28.3,1732665600000,12570062916,28.4,26.2,26.2,2024-11-27
351580437188.55,27.85,1732752000000,12593623929,28.6,27.2,28.1,2024-11-28
224044609629.6,27.75,1732838400000,8084919911,28.25,27.25,27.85,2024-11-29
293922286773.25,28.55,1733097600000,10332295482,29.0,27.5,27.75,2024-12-02
297904808073.9,29.1,1733184000000,10247983821,29.45,28.55,28.8,2024-12-03
198762676462.45,29.1,1733270400000,6818317702,29.8,28.8,29.5,2024-12-04
1549993787700.95,29.45,1733356800000,52762079651,29.6,27.4,28.45,2024-12-05
243871910655.3,29.9,1733443200000,8254995179,30.0,28.7,29.45,2024-12-06
565549575214.0,30.95,1733702400000,18649275693,31.0,29.0,29.0,2024-12-09
632159616374.95,30.95,1733788800000,20238483720,32.2,30.7,32.0,2024-12-10
281605107532.2,30.45,1733875200000,9227766210,32.45,30.2,32.45,2024-12-11
435381085633.6,31.6,1733961600000,13864025227,31.8,27.9,30.45,2024-12-12
408422157617.0,31.35,1734048000000,12949206991,32.15,31.05,31.95,2024-12-13
316670136615.1,30.35,1734307200000,10299859575,33.0,30.05,33.0,2024-12-16
305573169757.7,29.95,1734393600000,10167558550,31.0,29.6,30.3,2024-12-17
162878601478.4,30.8,1734480000000,5291772716,33.0,29.95,29.95,2024-12-18
219440060221.15,30.8,1734566400000,7191207544,31.1,26.2,30.75,2024-12-19
179614140132.2,31.65,1734652800000,5672257217,32.15,30.25,30.25,2024-12-20
100500446159.95,31.6,1734912000000,3165038053,32.25,31.5,31.75,2024-12-23
938844657263.8,34.15,1735257600000,27548545914,34.95,32.75,33.0,2024-12-27
414988398079.8,34.45,1735516800000,12148717727,34.95,31.8,34.0,2024-12-30
64692694872.75,34.5,1735603200000,1881052268,34.8,34.0,34.15,2024-12-31
402720011772.9,34.0,1735776000000,11829984178,34.75,33.4,33.5,2025-01-02
997908918448.2,36.25,1735862400000,27769284614,36.45,34.0,34.5,2025-01-03
418402336968.65,36.3,1736121600000,11502103041,36.85,30.85,35.05,2025-01-06
1540803674188.2,34.15,1736208000000,45035240903,36.3,32.9,34.0,2025-01-07
734405298582.85,32.8,1736294400000,22360089304,37.75,32.2,37.75,2025-01-08
398121897575.35,33.75,1736380800000,11871971309,34.3,32.5,32.9,2025-01-09
264111335677.75,33.55,1736467200000,7833932103,34.5,33.1,34.0,2025-01-10
418310642210.45,32.8,1736726400000,12768313397,34.05,32.3,33.2,2025-01-13
289507281140.25,33.75,1736812800000,8619898677,34.15,32.1,32.8,2025-01-14
257649896479.9,33.6,1736899200000,7777674782,34.0,28.7,28.7,2025-01-15
386478294395.65,34.35,1736985600000,11296514718,35.25,33.55,33.6,2025-01-16
320913807233.65,34.95,1737072000000,9265557527,35.0,32.65,34.35,2025-01-17
684947371248.95,34.7,1737331200000,19631908984,35.8,34.3,34.95,2025-01-20
459934495264.5,35.9,1737417600000,12885059066,36.05,34.75,35.0,2025-01-21
364976561369.3,35.3,1737504000000,10249556810,36.5,35.1,36.5,2025-01-22
486667930407.8,34.5,1737590400000,13969651848,36.5,34.25,36.5,2025-01-23
1019549773171.4,36.85,1737676800000,27845603201,37.3,34.5,35.6,2025-01-24
1076548090529.75,37.1,1737936000000,28813171650,38.0,36.1,36.85,2025-01-27
271135742897.4,38.3,1738022400000,7084592629,39.0,37.1,37.1,2025-01-28
672060820323.8,37.95,1738540800000,17499765919,44.0,37.2,44.0,2025-02-03
539772632311.65,39.55,1738627200000,13756166328,40.1,37.95,37.95,2025-02-04
680932302701.55,39.65,1738713600000,17203093940,40.1,38.7,39.8,2025-02-05
662526918149.05,40.55,1738800000000,16454589644,40.7,39.4,39.95,2025-02-06
1302472004604.05,42.45,1738886400000,30911463027,43.05,40.0,40.4,2025-02-07
611817711357.15,43.75,1739145600000,14082903215,43.95,42.15,42.9,2025-02-10
893522540729.6,42.55,1739232000000,20831500776,45.9,42.3,43.75,2025-02-11
709692972187.15,44.1,1739318400000,16128128403,45.5,42.6,42.6,2025-02-12
2109526219523.55,41.65,1739404800000,49723262753,45.2,41.2,43.5,2025-02-13
1840388239443.35,44.7,1739491200000,42047177769,44.95,40.75,42.0,2025-02-14
1326041840291.25,45.15,1739750400000,29713846093,46.0,43.55,46.0,2025-02-17
2412803915368.55,48.4,1739836800000,51008234881,49.0,43.5,45.5,2025-02-18
867285529572.9,49.45,1739923200000,17679577628,53.2,47.0,53.2,2025-02-19
1632805260595.55,49.15,1740009600000,33103856938,50.9,48.0,50.0,2025-02-20
1540182519348.05,51.7,1740096000000,29970208911,51.95,49.7,51.8,2025-02-21
888328636670.0,51.6,1740355200000,17203054352,52.35,51.0,51.7,2025-02-24
2439673604207.1,53.2,1740441600000,46092701209,53.9,49.0,51.0,2025-02-25
2997114530558.05,56.3,1740528000000,53602617459,56.9,52.15,52.15,2025-02-26
7492104120934.75,53.1,1740614400000,140048433190,58.7,51.4,56.8,2025-02-27
5648283512420.75,51.85,1740700800000,107728029227,58.2,50.65,54.3,2025-02-28
3271048939008.8,50.95,1740960000000,64144337727,54.2,49.55,52.0,2025-03-03
3050219184507.35,50.55,1741046400000,60472342691,52.6,48.5,50.95,2025-03-04
1688124679680.65,54.2,1741132800000,31785312972,54.5,51.3,53.0,2025-03-05
2477130200649.15,54.9,1741219200000,45188012278,56.3,53.85,55.4,2025-03-06
2267382146736.0,54.35,1741305600000,41790673859,63.1,53.0,63.1,2025-03-07
1527325043727.2,52.85,1741564800000,28842258390,55.2,50.55,54.0,2025-03-10
1170602695494.85,53.9,1741651200000,22124753308,54.15,44.95,48.0,2025-03-11
2060619811348.65,52.05,1741737600000,39225984985,55.1,50.0,54.1,2025-03-12
1429125105456.35,52.85,1741824000000,27235665189,55.0,50.0,53.5,2025-03-13
1310584800381.5,53.85,1741910400000,24631847433,54.6,47.6,52.85,2025-03-14
